"0","XX","","1","332","350","on 6 July 2015","ANONYMOUS","FAKE memory card dont buy","I got this card today and tried to register on samsung site but site showing invalid serial no. and looking like a fake chinese card .. returning this s*** .....😡😡😡 if u NOTICE properly my pic the things written on this card is in balck while it must be of grey colour and there is no arrow sign after EVO ..... total FAKE"
"1","XX","","1","8","8","on 19 January 2016","ANONYMOUS","DUPLICATE MADE IN PHILIPINES","Its a duplicate Samsung EVO mentioned made in Philippines original. But the original brand should be Made in korea. I have tested it h2test software to check its speed n authenticity its Writing speed: 4.96 MByte/s Reading speed: 10.2 MByte/s the result is this :- Warning: Only 15270 of 15271 MByte tested.<br />The media is likely to be defective.<br />14.9 GByte OK (31270908 sectors)<br />1.0 MByte DATA LOST (2052 sectors)<br />Details:1020 KByte overwritten (2040 sectors)<br />0 KByte slightly changed (&#60; 8 bit/sector, 0 sectors)<br />6 KByte corrupted (12 sectors)<br />1020 KByte aliased memory (2040 sectors)<br />First error at offset: 0x0000000238f28240<br />Expected: 0xc011b754c4681a40<br />Found: 0x9b8a50175fe91a40<br />H2testw version 1.3<br />Writing speed: 4.96 MByte/s<br />Reading speed: 10.2 MByte/s<br />H2testw v1.4"
"2","XX","","1","127","139","on 30 August 2015","ANONYMOUS","FAKE PRODUCT ! BEWARE !","I received the fake one........<br />As mentioned by many other reviewers,I too found the following<br /><br />1.No arrow sign after EVO logo....(I have googled so hard and concluded that genuine sd cards have that arrow...)<br />2.Black colour writing instead of grey....<br />3.Made in Philippines......(written on the sd card)<br />4.Manufactured in Korea.....(written on the back sticker which is pasted above the original back cover....I just peeled it...possibly fake sticker.......)<br />5.MRP.599 written on the pack! But the original product's price is Rs.699...........(How can a genuine product be 100 rs. cheaper than the MRP. mentioned by Amazon?.....)<br />6.It gives 16GB memory...... but I don't support using fake products<br /><br />7.The back cover says it is made in Korea but the memory card says it is made is Philippines....Which one should I believe ?<br /><br />Be careful while buying this product..........Many get the fake product and &#34;only some take it serious&#34;.....Don't support fake products guys.....that will be a small step for building a good nation.....Buy at your own risk!<br /><br />You can also see some reviewers complaining that their card is not working after 2 months.... So beware.Better get this product from any official Samsung Store near your place!<br /><br />If you still don't believe me,go google for samsung memory cards without arrow sign......you won't find any.....because original cards have that sign......Don't forget that I have mentioned many other points too..."
"3","XX","","1","5","5","on 7 October 2015","ANONYMOUS","This sd card is big joke","Awesome copy of Samsung.<br />I am so proud of Amazon.<br />MRP of this sd card is 700 but we know Amazon have there own Samsung which have different MRP of products."
"4","XX","","1","4","4","on 20 October 2015","ANONYMOUS","Amazon is worst.. cheating customers","Hello friends dont buy this memory card , really it was duplicate.I found it through samsung customer care.If you have doubt call to samsung cusomer care and check it.Amazon is worst..cheating customers..I want no one should be cheated here after..dnt buy friends.."
"5","XX","","1","11","12","on 12 October 2015","ANONYMOUS","Very Poor Performance","Very bad product. Became faulty within six months of purchase. Seller warranty is for 10 years. But how to claim it, it is no where written. Lost valuable data and photos."
"6","XX","","1","16","18","on 11 September 2015","ANONYMOUS","replicaa!!!!!!","plese don't buy this fake memory card!<br />I think this product is a replica of the original samsing evo 32gb memory card. by the first day itself the memory card got automatically formatted!<br />cannot save applications in android device! rest of the things okkeyy ie.(physical appearance is good.)...<br />keep on automatically formating"
"7","XX","","1","105","122","on 1 December 2014","ANONYMOUS","Invalid Serial Number on the Product","Amazon's service & product quality is good but Product I received has an invalid serial number & the Samsung website refuses to accept it while registering the warranty I believe Amazon should intervene and help me register the warranty."
"8","XX","","1","3","3","on 23 September 2015","ANONYMOUS","Fake one not orginal","I got this card today and looking like a fake chinese card .. returning this if u NOTICE properly the things written on this card is in balck while it must be of grey colour and there is no arrow sign after EVO ..... total FAKE (cloudtail) ith oru mathiri mattedathe paripadi aayi poyi bhaii..."
"9","XX","","1","8","9","on 24 March 2015","ANONYMOUS","useless product","This product is useless wastage of money hardly i use the product only one n half month my phone is show damaged external sd card i can't buy this product again specially samsung product"
